title,price,date,time,link
Teclado Gamer Semi Mecanico Barato Iluminado Rgb Em Ptbr,R$78.90,09/05/2023,08:19:29,https://produto.mercadolivre.com.br/MLB-1883364100-teclado-gamer-semi-mecanico-barato-iluminado-rgb-em-ptbr-_JM#position=39&search_layout=grid&type=item&tracking_id=ac7fa9cb-43cc-4568-953d-ada66243655c
Teclado gamer K-Mex KM-5228 QWERTY português Brasil cor preto com luz RGB,R$39.15,09/05/2023,08:19:29,https://www.mercadolivre.com.br/teclado-gamer-k-mex-km-5228-qwerty-portugus-brasil-cor-preto-com-luz-rgb/p/MLB15989498?pdp_filters=category:MLB418472#searchVariation=MLB15989498&position=1&search_layout=grid&type=product&tracking_id=ac7fa9cb-43cc-4568-953d-ada66243655c
Kit Teclado Mouse Semi Mecânico Rgb Para Jogos Online Gamer,R$78.99,09/05/2023,08:19:29,https://produto.mercadolivre.com.br/MLB-1951236308-kit-teclado-mouse-semi-mecnico-rgb-para-jogos-online-gamer-_JM#position=40&search_layout=grid&type=item&tracking_id=ac7fa9cb-43cc-4568-953d-ada66243655c
Teclado gamer Redragon Daksa K576R QWERTY Redragon MK2 Brown português Brasil cor branco lunar com luz rainbow,R$210.60,09/05/2023,08:19:29,https://www.mercadolivre.com.br/teclado-gamer-redragon-daksa-k576r-qwerty-redragon-mk2-brown-portugus-brasil-cor-branco-lunar-com-luz-rainbow/p/MLB18497180?pdp_filters=category:MLB418472#searchVariation=MLB18497180&position=2&search_layout=grid&type=product&tracking_id=ac7fa9cb-43cc-4568-953d-ada66243655c
Teclado Redragon Gamer Compacto Fizz Rgb Switch Red - Bco,R$205.77,09/05/2023,08:19:29,https://www.mercadolivre.com.br/teclado-redragon-gamer-compacto-fizz-rgb-switch-red-bco/p/MLB22932452?pdp_filters=category:MLB418472#searchVariation=MLB22932452&position=3&search_layout=grid&type=product&tracking_id=ac7fa9cb-43cc-4568-953d-ada66243655c
Teclado gamer Evolut EG-206RB QWERTY português Brasil cor preto com luz rainbow,R$52,09/05/2023,08:19:29,https://www.mercadolivre.com.br/teclado-gamer-evolut-eg-206rb-qwerty-portugus-brasil-cor-preto-com-luz-rainbow/p/MLB16084759?pdp_filters=category:MLB418472#searchVariation=MLB16084759&position=4&search_layout=grid&type=product&tracking_id=ac7fa9cb-43cc-4568-953d-ada66243655c
Teclado Gamer Mecânico Blue Switch Led Rgb Usb Pc Ps4 Xbox,R$169.90,09/05/2023,08:19:29,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Vbeb%2BktIrPAr4V1PUobeO95E9zZr71u2OvsWRV6KISdG%2BZWAux2fOdmyI%2F5ayX2h9yZkc%2BeYtu%2Fdbkk85fFsco0OsEc0WXR9gIpPJ1WidbaZIP8qktAS96iZGoL97uO9AGtCxjFtKRnGF89eULYd7ZVOND6pvYOOmXsBYiY5U5RDy83XCgKmIgGFB%2BQMpyN9hZ1s0kE5RMHQVYffF54kLSQxS4ewds5UB%2FI2XGjWJ3JBfYpMYMzjorGKKD2edFn4Nn6Vn7hLgNN%2BgnRYl%2B7rm2jVOBS4G75415CsymrzFIq68rKZb6Do%2BxKb9WEvkr7TBMPA2NdZYKXwqvEsHoUlGAGrJR%2B3QpfgmZey3LLbMFVpVt5gzErjvP%2B9d9NZ%2FOil5tkbrd1AdOz4N5P1G73oAJMi%2FjvhzcpGrbx87cszKlCRfI6pG28gDi%2FpubIjOr2wvQPu3yyAXG4c7onwryGEpbYFSIt6Cb%2B42Rw6XYXGdRL3GAFCbnEXvEMfTgqyagA0DCDA5kRhbDQJru4iHE8dCxueuKdwAsv%2B55yWdtRVtypRvFRk1RqGyG5Ceu5XMvA%2Fp5L7rTchV7tl62wYrtBORHpXnQy4UeMha08iwF3AEGUPBbTWErSNrsV%2BSmm6%2BMeuJkpzbuioJMUafppa3SJv8GFT%2FRn5YYaFsYNFHpfpCc6gKnFx2UzZRaRS85hpVnnhMNY84ETnPv%2Bypxk%3D&rb=x
Teclado Lenovo 4x30e51027 Usb Leitor Cartao Portugues Novo,R$204.63,09/05/2023,08:19:29,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=BY7XAjrrFndXxJMwfDhDAB2SeewH%2B%2BkaI8K%2BkHxmxRrsJxDyLuciwtKKvzyOdT0cXfhwKJsfVocvgpVWKxoyvkkqXjWUewg0G%2BQAXWLV7W5f6A5RNuPr%2FkD51%2Fq1ukab6b4T3xpleisJl0LwZyhthyRxPB9eYLxRekRBUOdQ9pgFjY%2Be9cKPflQpxXFZY30pACOvfxsqWRhht9FcqgY7z%2FyG316hb1nQGNhhL3tWyco0xliZPbrmH85%2FFY7mk6STC7kCj0gG%2B%2Fp34TBRSgCYfiKPBUZIKdZub2afk9sMKooBwFJr0E8Wahy3yJjO6NNuQBgmtCm4TqZGcC1Iwhwfj%2F0kw9fp0e%2F8tl2FrDONRLoJMG9OoKF%2Bk1jFix7xrTE3Ykjn2XA3CqxnNQEz9ZrZkg5qo5ggjbpgwBHj0C2%2B%2FjZCnUwLXXpXdYv%2FHVNpKo0yaFqv%2Fr09NX5xTpcH%2FeCNKOvDbMWMbnVHdOL8zzi%2BFcIYtT3bB8M7jA1DHkIzP56O5ZE75mxwTfZwPeATgWU%2FD1oFHIMQxjhOMqYMw%2BsWQvTIXGqDmIzu4p8pMyTwir2ploFZyNLja7fXFfQSgMxWHXua2LCvyXjZ7BZ5iLFJ4te8xUqhGYrQYrfzB6kmfyyh18p1h4NgKQo0kKQQEjHVRGWe9SDHvCEOskTfVqYq3g2Hh4Xd%2BpNMxO%2BnZPOAnsd6sQQlNRlWVA74SEU%3D&rb=x
Teclado Gamer Luminoso Abnt2 Usb Semi Mecânico Leds Rgb Gk41,R$95,09/05/2023,08:19:29,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=LhCxPOPxwOiliW3ddHBx6g3XMe7H7YMWaMyHfEI7YImzFX3VBoLITaeyZ2e0Zv60k5ARvpoXi1sOIPdEQeqCJTDRIaYFR9d6r39%2FpfjxhVTP3i1G5Tr%2BU6idPog3%2FqqUvE37LGHbpqXDV3JO%2BOv2ztWDOEfzubIwCuL3fj9RHGA1cdvRurhDJJ7auC26oYKIoFJYo7urdIHfEBKDAowT5mAuPl8gQuLbWmDjJdsy8Xj8XdaFC7pgr4o%2BJHrS%2F0D3VXpHS9Q1BrMuFLqQMDtG%2FSbUDzfp%2Bbf1AbBiYb4qTYF7BLvE5DJA%2BohdUGx2R33IZ4YVEFVPmf6nj1HL%2Fp0zXj0Lw3eeR67KbL9Asaqt2vQpQ93SHuP6B4feKBBpGP2tK7fYcbIdcf3mVlraaC%2F3JNjijA97ZgXGACsDdFoGxeLy%2F7YZpUYKweC%2FQS%2Bp1HcTQamtHLTtRjXXF8d2SyP4TUBmDDj06gQK%2BW3I3Ujtf2DEeqt07YdXW%2FKFSQGTffX3%2BTsXX%2FptPP7o31EquBX3unaD0V9j8npdBmu7QdtXAh7mh%2B%2BvWuXuGTkyBtCvyOaf81ttAJixpRPJE3RkKg7M%2BVkJyEBFcC6ms7qieWusxNe7fPiwdJOwYk4oV5Z3bDKwttxC%2F6ePEiy2b2HboA0zQvT8D6Wt0o9opUiayzlDEwrLu6lDHfTt74jLYBVx%2Bi8uiM6TYV%2BgQGwfFHQ%3D&rb=x
Teclado Multilaser TC193 QWERTY português Brasil cor preto,R$25.09,09/05/2023,08:19:29,https://www.mercadolivre.com.br/teclado-multilaser-tc193-qwerty-portugus-brasil-cor-preto/p/MLB8887155?pdp_filters=category:MLB418472#searchVariation=MLB8887155&position=5&search_layout=grid&type=product&tracking_id=ac7fa9cb-43cc-4568-953d-ada66243655c
